FlowsOut,UploadedData,DurationMax,AverageCount,RepetitionCount,AttackStart,TransferredData,CurrentMaxUploadedData,FlowsSingleOut,BytesOut,CurrentTargetCount,ICMPType,CurrentAttempts,TargetCount,BytesIn,UnsuccessFlows,SuccessFlows,FlowsIn,AverageDuration,DurationMin,MedianCount,Attempts,CurrentUploadedData,Duration,PacketsOut,FlowsSingleIn,MaxUploadedData,PacketsIn,Type.1_hash_0,Type.1_hash_1,Type.1_hash_2,Type.1_hash_3,Type.1_hash_4,Type.1_hash_5,Type.1_hash_6,Type.1_hash_7,Type.1_hash_8,Type.1_hash_9,Success_hash_0,Success_hash_1,Success_hash_2,Success_hash_3,Success_hash_4,Success_hash_5,Success_hash_6,Success_hash_7,Success_hash_8,Success_hash_9,Protocols_hash_0,Protocols_hash_1,Protocols_hash_2,Protocols_hash_3,Protocols_hash_4,Protocols_hash_5,Protocols_hash_6,Protocols_hash_7,Protocols_hash_8,Protocols_hash_9,Ports_hash_0,Ports_hash_1,Ports_hash_2,Ports_hash_3,Ports_hash_4,Ports_hash_5,Ports_hash_6,Ports_hash_7,Ports_hash_8,Ports_hash_9,Distributed_hash_0,Distributed_hash_1,Distributed_hash_2,Distributed_hash_3,Distributed_hash_4,Distributed_hash_5,Distributed_hash_6,Distributed_hash_7,Distributed_hash_8,Distributed_hash_9,TopPorts_hash_0,TopPorts_hash_1,TopPorts_hash_2,TopPorts_hash_3,TopPorts_hash_4,TopPorts_hash_5,TopPorts_hash_6,TopPorts_hash_7,TopPorts_hash_8,TopPorts_hash_9,label
3.905426199161115e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3093064659542162e-10,0.0,0.0,0.0,0.0,4.3199189811374137e-08,0.0,0.0,4.278587381590094e-06,0.0,0.0,0.0,1.8748711026116955e-05,0.0,0.0,2.625412854375765e-09,0.0,0.0,1.7283095637478773e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0
3.905426199161115e-06,0.0,0.0651566666666666,0.0,0.0,0.0,0.0,0.0,3.936790885541742e-06,2.1522846015685744e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0652445292994566,0.0,1.8748711026116955e-05,0.0,0.0005639540382219,7.876238563127296e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.81085239832223e-06,0.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,3.8023694627711476e-10,0.0,0.0,0.0,0.0,1.5267183547794877e-08,0.0,0.0,8.557174763180188e-06,0.0,8.344570688527217e-05,0.0,3.749742205223391e-05,0.0,1.0386425219209832e-06,1.3127064271878828e-08,0.0,0.0,3.4566191274957553e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.905426199161115e-06,0.0,0.0034433333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.003418249960081e-09,0.0,0.0,0.0,0.0,1.2907709726772032e-07,0.0,0.0,4.278587381590094e-06,0.0,0.0034479766084994,0.0,1.8748711026116955e-05,0.0,2.9803270142899325e-05,1.3127064271878828e-08,0.0,0.0,6.91323825499151e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1716278597483344e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9637908078887907e-10,0.0,0.0,0.0,0.0,9.0215175509697e-08,0.0,0.0,1.283576214477028e-05,0.0,0.0,0.0,5.624613307835087e-05,0.0,0.0,7.876238563127296e-09,0.0,0.0,5.184928691243633e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0
7.029767158490006e-05,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,1.6924489964434485e-07,0.0,0.0,0.0,1.7962350912487428e-05,3.27460268213544e-05,0.0,0.0,7.701457286862169e-05,0.1158915824439889,0.004866553625549,0.0,0.0,0.0,0.0034063435553645,1.2785760600809978e-06,0.0,0.0,2.1880399077048128e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
3.124340959328892e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0254903151891599,0.0,0.0,0.0,0.0,0.0262843074500433,0.0,0.0,3.422869905272075e-05,0.0,0.0,0.0,0.0,0.0,0.0086553543493415,0.0252363688728689,0.0,0.0,0.0591113844528703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0133214087653385,0.0,0.9999566666666668,0.0,0.0,0.0,0.0,0.0,0.0134283937105828,6.011752739962936e-05,0.0,0.0,0.0,0.0003412846673372,0.0,0.0,0.0,0.0,0.0,0.4583172004966688,0.0,0.0,0.0,0.0086549792839863,0.0010476132404558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
3.905426199161115e-06,0.0,0.2706566666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.001587524069291,0.0,0.0,0.0,0.0,0.0009127329542399,0.0,0.0,4.278587381590094e-06,0.0,0.2710216424785377,0.0,0.0,0.0,0.0023426293570116,0.0015924231635187,0.0,0.0,0.0022335462985182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.029767158490006e-05,0.0,0.0001266666666666,0.0,0.0,0.0,0.0,0.0,0.0,5.078315517401052e-08,0.0,0.0,0.0,1.7962350912487428e-05,5.5700931248352536e-06,0.0,0.0,7.701457286862169e-05,0.0016608947628807,5.0067424131163296e-05,0.0,0.0,0.0,4.887390089261515e-05,3.780594510301103e-07,0.0,0.0,2.1776700503223256e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
